"Level 1","Level 2","Level 3","Level 4","Priority","Progress","Start","Due","Duration (Days)","Milestone","Resources",
"Key API calls used on Integration.qlik.com","Key use cases and their API source code","# Code references
- All server side API calls [modules](https://github.com/QHose/QRSMeteor/tree/master/imports/api/server)

## modules
- [License](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsLicense.js)
- [Streams](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsStream.js)
- [Apps](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsApp.js)
- [Extensions](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsExtension.js)
- [System rules](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsSystemRules.js)
- [Custom properties](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsCustomProperties.js)",,"","","","","         0","0","Developer, Technical - 2 hours",
"Key API calls used on Integration.qlik.com","Key use cases and their API source code","# Real time API logs",,,,,,,,,
"Key API calls used on Integration.qlik.com","Key use cases and their API source code","We created a [API overview](/apilogstable_embedded`) of the key API requests and responses. Try to generate some apps, or try to login with a user in SaaS provisioning demo step 4 and see the resulting calls. You will also see all calls being made to render these slides. ",,"","","","","         0","0","Technical - 1 day, Developer",
"Key API calls used on Integration.qlik.com","Key use cases and their API source code","iframe /apilogstable_embedded",,"","","","","         0","0","Technical - 1 day, Developer",
"Key API calls used on Integration.qlik.com","App provisioning overview","Let's have a closer look at how we can give each tenant a private app that only contains his data",,"","","","","         0","0","Technical - 2 hours",
"Key API calls used on Integration.qlik.com","App provisioning overview","# App provisioning (per customer)",,"","","","","         0","0","Technical - 2 hours",
"Key API calls used on Integration.qlik.com","App provisioning overview","[Create stream](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsStream.js#L126)",,"","","","","         0","0","Technical - 2 hours",
"Key API calls used on Integration.qlik.com","App provisioning overview"," [Copy template app](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsApp.js#L484)",,"","","","","         0","0","Technical - 2 hours",
"Key API calls used on Integration.qlik.com","App provisioning overview"," [Replace script and reload app](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsApp.js#L286)",,"","","","","         0","0","Technical - 2 hours",
"Key API calls used on Integration.qlik.com","App provisioning overview"," [Publish app](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsApp.js#L612)",,"","","","","         0","0","Technical - 2 hours",
"Key API calls used on Integration.qlik.com","App provisioning overview"," [Create custom property](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsCustomProperties.js#L29)",,"","","","","         0","0","Technical - 2 hours",
"Key API calls used on Integration.qlik.com","App provisioning overview"," Create folder on server (for data files)",,"","","","","         0","0","Technical - 2 hours",
"Key API calls used on Integration.qlik.com","App provisioning overview"," [Create database connection](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsApp.js#L259)",,"","","","","         0","0","Technical - 2 hours",
"Key API calls used on Integration.qlik.com","App provisioning overview","# Video: the concept of SaaS automation explained",,,,,,,,,
"Key API calls used on Integration.qlik.com","App provisioning overview","https://youtu.be/OulQS-1fH-A",,"","","","","         0","0","Technical - 2 hours",
"Key API calls used on Integration.qlik.com","API architecture interaction matrix: which APIs are available for us?","API components overview.png",,,,,,,,,
"Key API calls used on Integration.qlik.com","Qlik Sense API overview in a mind map","mindMapAPIIntegration.png",,,,,,,,,
"Key API calls used on Integration.qlik.com","Deployment","> How do we automatically install and configure Qlik Sense for our customers?",,,,,,,,,
"Key API calls used on Integration.qlik.com","Automatic installation of your software (including Qlik Sense)","Using powershell we [download and install](https://github.com/QHose/QRSMeteor/tree/master/.automation/InstallationSoftware) Qlik Sense using a `silent script`",,,,,,,,,
"Key API calls used on Integration.qlik.com","Automatic installation of your software (including Qlik Sense)","Once the client certificate is in a specific folder, we can use them to communicate to the Qlik Sense APIs. Make sure your API tool user has access to this folder!",,,,,,,,,
"Key API calls used on Integration.qlik.com","Automatic installation of your software (including Qlik Sense)","# Powershell script",,,,,,,,,
"Key API calls used on Integration.qlik.com","Automatic installation of your software (including Qlik Sense)","- Create shared folder
- Assign access rights
- download my QRSMeteor tool (This is a demo, here you would normally install your software, which will become 1 integrated solution for the user)
- install Qlik Sense 
- See the most recent version of this script in your `C:\GitHub\QRSMeteor\.automation\InstallationSoftware` folder.",,,,,,,,,
"Key API calls used on Integration.qlik.com","Automatic installation of your software (including Qlik Sense)","```powershell
$SHARED_NAME = ""QlikSenseShare""
$SHARED_FOLDER = ""C:\"" + $SHARED_NAME
Write-Host 'Creating a shared folder on' $SHARED_FOLDER
New-Item $SHARED_FOLDER –type directory
New-SmbShare –Name $SHARED_NAME –Path $SHARED_FOLDER –FullAccess Everyone  

$Username = ""qService""
$Password = ""Qlik123!@#$%""

$group = ""Administrators""

$adsi = [ADSI]""WinNT://$env:COMPUTERNAME""
$existing = $adsi.Children | where {$_.SchemaClassName -eq 'user' -and $_.Name -eq $Username }

if ($existing -eq $null) {

    Write-Host ""Creating new local user $Username.""
    & NET USER $Username $Password /add /y /expires:never
    
    Write-Host ""Adding local user $Username to $group.""
    & NET LOCALGROUP $group $Username /add

}
else {
    Write-Host ""Setting password for existing local user $Username.""
    $existing.SetPassword($Password)
}

Write-Host ""Ensuring password for $Username never expires.""
& WMIC USERACCOUNT WHERE ""Name='$Username'"" SET PasswordExpires=FALSE

$url = ""http://gofile.me/6mp1l/iw93s03Mr""
$QlikSenseInstaller = ""$SHARED_FOLDER\Qlik_Sense_setup.exe""
$start_time = Get-Date

Write-Host 'Download and start Qlik Sense installer...'
$ProgressPreference = 'SilentlyContinue'
Invoke-WebRequest -Uri $url -OutFile $QlikSenseInstaller
Write-Output ""Time taken: $((Get-Date).Subtract($start_time).Seconds) second(s)""


& $QlikSenseInstaller -s -l "".\log.txt"" spc='.\spc.cfg' userwithdomain=""$env:COMPUTERNAME\$Username"" userpassword=$Password
Write-Output ""Qlik Sense is installer is now running in the background, please wait 20 minutes... If ready you will see the shortcuts on your desktop. Try to open the QMC, but don't do anything... Next you can start QRSSTART.BAT for the second time. Make sure you adjust the settings-...Json file. set installQlikSense to false.""

# If running in the console, wait for input before closing.
if ($Host.Name -eq ""ConsoleHost"")
{ 
    Write-Host ""Press any key to continue...""
    $Host.UI.RawUI.FlushInputBuffer()   # Make sure buffered input doesn't ""press a key"" and skip the ReadKey().
    $Host.UI.RawUI.ReadKey(""NoEcho,IncludeKeyUp"") > $null
}
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Automatic installation of your software (including Qlik Sense)","## Qlik Sense config file",,,,,,,,,
"Key API calls used on Integration.qlik.com","Automatic installation of your software (including Qlik Sense)","```XML
<?xml version=""1.0""?>
<SharedPersistenceConfiguration xmlns:xsi=""https://www.w3.org/2001/XMLSchema-instance"" xmlns:xsd=""https://www.w3.org/2001/XMLSchema"">
  <DbUserName>username</DbUserName>
  <DbUserPassword>password</DbUserPassword>
    <DbHost>QLIK-AB0Q2URN5T</DbHost>
  <DbPort>4432</DbPort>
 <RootDir>\\QLIK-AB0Q2URN5T\QlikSenseShared</RootDir>
 <StaticContentRootDir>\\QLIK-AB0Q2URN5T\QlikSenseShared\StaticContent</StaticContentRootDir>
 <CustomDataRootDir>\\QLIK-AB0Q2URN5T\QlikSenseShared\CustomData</CustomDataRootDir>
 <ArchivedLogsDir>\\QLIK-AB0Q2URN5T\QlikSenseShared\ArchivedLogs</ArchivedLogsDir>
 <AppsDir>\\QLIK-AB0Q2URN5T\QlikSenseShared\Apps</AppsDir>
  <CreateCluster>true</CreateCluster>
  <InstallLocalDb>true</InstallLocalDb>
  <ConfigureDbListener>false</ConfigureDbListener>
  <ListenAddresses>*</ListenAddresses>
  <IpRange>0.0.0.0/0</IpRange>
  <!--<JoinCluster>true</JoinCluster>-->
</SharedPersistenceConfiguration>
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert license","We included the license in our settings.json file. We used one settings file which includes all our ""intelligence"",  needed for the environment and parameters for the installation.",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert license","qrsmeteor - license in settings json.png",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert license","# code",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert license","## get the license",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert license","```
    var lic = qrs.get('/qrs/license');
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert license","## post the license",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert license","```
        var response = qrs.post('/qrs/license', { control: Meteor.settings.private.LicenseControlNumber }, newLicense);
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert license","[Source code](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsLicense.js)",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert user access rules","Each user should only get access to Qlik Sense via your SaaS platform. So ONLY if your SaaS platform decided allow the user, the user should get access.",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert user access rules","So all users should get a Qlik Token when they are authenticated",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert user access rules","```
export function insertUserAccessRule() {
    console.log('insert UserAccess Rule for all users');
    var licenseRule = {
        ""name"": demoUserAccessRule,
        ""category"": ""License"",
        ""rule"": ""((user.name like \""*\""))"",
        ""type"": ""Custom"",
        ""privileges"": [""create"", ""read"", ""update""],
        ""resourceFilter"": ""License.UserAccessGroup_507c9aa5-8812-44d9-ade8-32809785eecf"",
        ""actions"": 1,
        ""ruleContext"": ""QlikSenseOnly"",
        ""disabled"": false,
        ""comment"": ""Rule to set up automatic user access for each user that has received a ticket via your SaaS platform"",
        ""disabledActions"": [""useaccesstype""]
    }
    var ruleExist = getSystemRules(demoUserAccessRule);
    if (typeof ruleExist[0] == 'undefined' || ruleExist.length === 0) {
        console.log('Create a new user license rule since it did not exist.');
        var response = qrs.post('/qrs/SystemRule', null, licenseRule);
    }
}
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Insert user access rules","[Source code](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsLicense.js#L62)",,,,,,,,,
"Key API calls used on Integration.qlik.com","Setup Qlik Sense Proxy (QPS)","You first get the proxy ID
```
function getProxyId() {
    try {
        var request = qliksrv + '/qrs/proxyservice/?xrfkey=' + senseConfig.xrfkey;
        response = HTTP.call('GET', request, {
            'npmRequestOptions': configCerticates,
        });
        return response.data[0].id;
    } catch (err) {
        console.error('get proxyId failed', err);
    }
}
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Setup Qlik Sense Proxy (QPS)","Then you GET all settings for this ID
```
var proxyConfig = getProxyServiceConfiguration(proxyId)

  var request = qliksrv + '/qrs/proxyservice/' + proxyId + '?xrfkey=' + senseConfig.xrfkey;
        response = HTTP.call('GET', request, {
            'npmRequestOptions': configCerticates,
        });
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Setup Qlik Sense Proxy (QPS)","You update the values that you want to change, for example a new virtual proxy
```    proxyConfig.settings.virtualProxies.push(virtualProxy)
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Setup Qlik Sense Proxy (QPS)","You `PUT` the new config file back.
```
function updateProxy(proxyId, proxyConfig) {
    try {
        check(proxyId, String);
        check(proxyConfig, Object);
        console.log('proxyConfig', proxyConfig.settings.virtualProxies)

        var request = qliksrv + '/qrs/proxyservice/' + proxyId;
        response = HTTP.call('PUT', request, {
            params: {
                xrfkey: senseConfig.xrfkey
            },
            'npmRequestOptions': configCerticates,
            data: proxyConfig
        });
    } catch (err) {
        console.error('update proxy failed', err);
    }
}
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Setup Qlik Sense Proxy (QPS)","[Source code](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QPSFunctions.js)",,,,,,,,,
"Key API calls used on Integration.qlik.com","Upload template apps","We stored all template apps in a folder (or web location)",,,,,,,,,
"Key API calls used on Integration.qlik.com","Upload template apps","We check if the app exists in Sense, if not upload it, and publish into correct stream",,,,,,,,,
"Key API calls used on Integration.qlik.com","Upload template apps","```
    // LOAD ALL SENSE APPS IN FOLDER
    var appsInFolder = await fs.readdir(newFolder);

    // FOR EACH APP FOUND: PUBLISH IT    
    return await Promise.all(appsInFolder.map(async(QVF) => {
        try {
            //GET THE NAME OF THE APP AND CREATE A FILEPATH
            var appName = QVF.substr(0, QVF.indexOf('.'));
            var filePath = path.join(newFolder, QVF);

            //ONLY UPLOAD APPS IF THEY DO NOT ALREADY EXIST
            if (!getApps(appName).length) {
                //UPLOAD THE APP, GET THE APP ID BACK
                var appId = await uploadApp(filePath, appName);

                //Insert into template apps stream
                    publishApp(appId, appName, templateStreamId);
               }
            } else {
                console.log('App ' + appName + ' already exists in Qlik Sense')
            };
        } catch (err) {
            console.error(err);
            throw new Meteor.Error('Unable to upload the app to Qlik Sense. ', err)
        }
    }))
}
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Upload template apps","Upload the app...",,,,,,,,,
"Key API calls used on Integration.qlik.com","Upload template apps","```javascript
async function uploadApp(filePath, appName) {
    console.log('Upload app: ' + appName + ' from path: ' + filePath + ' via header authentication server: ' + qlikHDRServer);
    return await new Promise(function(resolve, reject) {
        var formData = {
            my_file: fs.createReadStream(filePath)
        };

        try {
            request.post({
                url: qlikHDRServer + '/qrs/app/upload?name=' + appName + '&xrfkey=' + senseConfig.xrfkey,
                headers: {
                    'Content-Type': 'application/vnd.qlik.sense.app',
                    'hdr-usr': senseConfig.headerValue,
                    'X-Qlik-xrfkey': senseConfig.xrfkey
                },
                formData: formData
            }, function(error, res, body) {
                if (!error) {
                    var appId = JSON.parse(body).id;
                    console.log('Uploaded ""' + appName + '.qvf"" to Qlik Sense and got appID: ' + appId);
                    resolve(appId);
                } else {
                    console.error(""Failed to upload app"" + appName, error);
                    reject(error);
                }
            });
        } catch (error) {
            console.error('failed to upload app', error);
        }
    });
}
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Upload template apps","[Source code](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsApp.js#L63)",,,,,,,,,
"Key API calls used on Integration.qlik.com","App provisioning","> Create an app for each customer which only contains their specific data (model)",,,,,,,,,
"Key API calls used on Integration.qlik.com","QRS: Copy the template app","# To copy an app you will make a POST REST API call to the QRS API",,"","","","","         0","0","Technical - 1 day",
"Key API calls used on Integration.qlik.com","QRS: Copy the template app","```javascript
HTTP.post('https://' + senseHost + ':' + senseConfig.port + '/' + virtualProxy + '/qrs/app/' + guid + '/copy', {
            headers: authHeaders,
            params: { 'xrfkey': senseConfig.xrfkey, ""name"": name },
            data: {}
        })
```",,"","","","","         0","0","Technical - 1 day",
"Key API calls used on Integration.qlik.com","Connect to Qlik Sense using Enigma.js","Import [engima.js](https://github.com/qlik-oss/enigma.js)",,"","","","","         0","0","Technical - 1 day",
"Key API calls used on Integration.qlik.com","Connect to Qlik Sense using Enigma.js","# Connect to the engine",,"","","","","         0","0","Technical - 1 day",
"Key API calls used on Integration.qlik.com","Connect to Qlik Sense using Enigma.js","```javascript
const config = {
        schema: engineConfig.QIXSchema,
        appId: appId,
        session: {
            host: engineConfig.host,
            port: engineConfig.port,
        },
        Promise: bluebird,
        createSocket(url) {
            return new WebSocket(url, {
                ca: engineConfig.ca,
                key: engineConfig.key,
                cert: engineConfig.cert,
                headers: {
                    'X-Qlik-User': `UserDirectory=${process.env.USERDOMAIN};UserId=${process.env.USERNAME}`,
                },
            });
        },
        // handleLog: logRow => console.log(JSON.stringify(logRow)),
    }
```
",,"","","","","         0","0","Technical - 1 day",
"Key API calls used on Integration.qlik.com","Connect to Qlik Sense using Enigma.js","```javascript
var qix = await enigma.getService('qix', config);
        console.log('############### Connected');
```",,"","","","","         0","0","Technical - 1 day",
"Key API calls used on Integration.qlik.com","Connect to Qlik Sense using Enigma.js","[Source code](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsApp.js#L250)",,,,,,,,,
"Key API calls used on Integration.qlik.com","Engine: Create a folder data connection","# Create a windows folder so each customer can save and upload its own files [help](https://help.qlik.com/en-US/sense-developer/3.2/Subsystems/EngineAPI/Content/Classes/AppClass/App-class-CreateConnection-method.htm)",,"","","","","         0","0","Technical - 1 day",
"Key API calls used on Integration.qlik.com","Engine: Create a folder data connection","```javascript
  var qConnectionId = await qix.createConnection({
            ""qName"": customer.name,
            ""qType"": ""folder"",
            ""qConnectionString"": customerDataFolder
        })
        console.log('created folder connection: ', qConnectionId);
```",,"","","","","         0","0","Technical - 1 day",
"Key API calls used on Integration.qlik.com","Engine: Create a folder data connection","[Source code](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsApp.js#L250)",,,,,,,,,
"Key API calls used on Integration.qlik.com","Engine API:  Example code to replace the script from the template, reload and save the app","# extract the script so you can find/replace the database connection or anything you like",,"","","","","         0","0","Technical - 1 day, Developer",
"Key API calls used on Integration.qlik.com","Engine API:  Example code to replace the script from the template, reload and save the app","```
var script = await qix.getScript();
```",,"","","","","         0","0","Technical - 1 day, Developer",
"Key API calls used on Integration.qlik.com","Engine API:  Example code to replace the script from the template, reload and save the app","# and insert the new script back into the app",,"","","","","         0","0","Technical - 1 day, Developer",
"Key API calls used on Integration.qlik.com","Engine API:  Example code to replace the script from the template, reload and save the app","```javascript
await qix.setScript(replaceScript(script))
```",,"","","","","         0","0","Technical - 1 day, Developer",
"Key API calls used on Integration.qlik.com","Engine API:  Example code to replace the script from the template, reload and save the app","# Reload the app",,"","","","","         0","0","Developer",
"Key API calls used on Integration.qlik.com","Engine API:  Example code to replace the script from the template, reload and save the app","```javascript
await qix.doReload()
```",,"","","","","         0","0","Technical - 1 day, Developer",
"Key API calls used on Integration.qlik.com","Engine API:  Example code to replace the script from the template, reload and save the app","# Save the app",,"","","","","         0","0","Developer",
"Key API calls used on Integration.qlik.com","Engine API:  Example code to replace the script from the template, reload and save the app","```javascript
await qix.doSave();
```",,"","","","","         0","0","Technical - 1 day, Developer",
"Key API calls used on Integration.qlik.com","Engine API:  Example code to replace the script from the template, reload and save the app","[Source code](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsApp.js#L276)",,,,,,,,,
"Key API calls used on Integration.qlik.com","QRS: publish the app","Publishing apps in something you would normally do in the Qlik Management Console (QMC), therefore we use the QRS API to make the API call below. ",,,,,,,,,
"Key API calls used on Integration.qlik.com","QRS: publish the app","# make a `PUT` REST API call to `/qrs/app/.../publish`",,"","","","","         0","0","Developer",
"Key API calls used on Integration.qlik.com","QRS: publish the app","```javascript
   const result = HTTP.call('put', qlikServer + '/qrs/app/' + appGuid + '/publish', {
                headers: {
                    'hdr-usr': senseConfig.headerValue,
                    'X-Qlik-xrfkey': senseConfig.xrfkey
                },
                query: {
                    name: appName,
                    stream: streamId,
                    xrfkey: senseConfig.xrfkey
                }
            })
```",,"","","","","         0","0","Technical - 1 day, Developer",
"Key API calls used on Integration.qlik.com","QRS: publish the app","[Source code](https://github.com/QHose/QRSMeteor/blob/master/imports/api/server/QRSFunctionsApp.js#L603)",,,,,,,,,
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","# Get or create a new configuration for virtual proxies",,,,,,,,,
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","## Create virtual proxy",,,,,,,,,
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","Automatically create all virtual proxies needed for `QRSMeteor` (the demo site), see [help](https://help.qlik.com/en-US/sense-developer/June2017/Subsystems/RepositoryServiceAPI/Content/RepositoryServiceAPI/RepositoryServiceAPI-Virtual-Proxy-Create.htm)",,"","","","","         0","0","Multiple days",
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","## API call",,"","","","","         0","0","Multiple days",
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","Make a `POST` to `/qrs/virtualproxyconfig/`",,"","","","","         0","0","Multiple days",
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","## Body",,"","","","","         0","0","Multiple days",
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","```javascript
 try {
        var response = HTTP.post(request, {
            headers: authHeaders,
            params: {
                'xrfkey': senseConfig.xrfkey,
            },
            data: {
                prefix: 'test',
                description: 'Test proxy',
                sessionCookieHeaderName: 'X-Qlik-Session-hdr',
            },
        });
    } catch (err) {
        console.error('create virtual proxy failed', err);
    }
```",,"","","","","         0","0","Multiple days",
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","##  Return value",,"","","","","         0","0","Multiple days",
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","```JSON
{
   ""id"": ""d4b844ba-66cc-4a38-aa6c-8d0516641bc2"",
   ""createdDate"": ""2017-02-22T18:09:51.896Z"",
   ""modifiedDate"": ""2017-02-22T18:09:51.896Z"",
   ""modifiedByUserName"": ""INTERNAL\\sa_repository"",
   ""customProperties"": [],
   ""prefix"": ""hdr"",
   ""description"": ""Test proxy"",
   ""authenticationModuleRedirectUri"": """",
   ""sessionModuleBaseUri"": """",
   ""loadBalancingModuleBaseUri"": """",
   ""loadBalancingServerNodes"": [],
   ""authenticationMethod"": 0,
   ""headerAuthenticationMode"": 0,
   ""headerAuthenticationHeaderName"": """",
   ""headerAuthenticationStaticUserDirectory"": """",
   ""headerAuthenticationDynamicUserDirectory"": """",
   ""anonymousAccessMode"": 0,
   ""windowsAuthenticationEnabledDevicePattern"": ""Windows"",
   ""sessionCookieHeaderName"": ""X-Qlik-Session-hdr"",
   ""sessionCookieDomain"": """",
   ""additionalResponseHeaders"": """",
   ""sessionInactivityTimeout"": 30,
   ""extendedSecurityEnvironment"": false,
   ""websocketCrossOriginWhiteList"": [],
   ""defaultVirtualProxy"": false,
   ""tags"": [],
   ""samlMetadataIdP"": """",
   ""samlHostUri"": """",
   ""samlEntityId"": """",
   ""samlAttributeUserId"": """",
   ""samlAttributeUserDirectory"": """",
   ""samlAttributeSigningAlgorithm"": 0,
   ""samlAttributeMap"": [],
   ""jwtAttributeUserId"": """",
   ""jwtAttributeUserDirectory"": """",
   ""jwtPublicKeyCertificate"": """",
   ""jwtAttributeMap"": [],
   ""magicLinkHostUri"": """",
   ""magicLinkFriendlyName"": """",
   ""privileges"": null,
   ""impactSecurityAccess"": false,
   ""schemaPath"": ""VirtualProxyConfig""
}
```
",,"","","","","         0","0","Multiple days",
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","# Get the config for all virtual proxies",,"","","","","         0","0","Multiple days",
"Key API calls used on Integration.qlik.com","QPS: create and get virtual proxies","```javasript
export function getVirtualProxies() {
    console.log('--------------------------GET VIRTUAL PROXIES');

    const request = qlikHDRServer + '/qrs/virtualproxyconfig/';

    try {
        var response = HTTP.get(request, {
            headers: authHeaders,
            params: {
                'xrfkey': senseConfig.xrfkey,
            }
        });
        console.log('virtual proxy config: ', response);
    } catch (err) {
        console.error('create virtual proxy failed', err);
    }
}
```",,"","","","","         0","0","Multiple days",
"Key API calls used on Integration.qlik.com","QRS: Create notification listeners","# Want to get an update when the state of Qlik Sense changes?",,,,,,,,,
"Key API calls used on Integration.qlik.com","QRS: Create notification listeners","```
function createNotificationListeners(){
    //Create notification listener in Qlik sense https://help.qlik.com/en-US/sense-developer/3.1/Subsystems/RepositoryServiceAPI/Content/RepositoryServiceAPI/RepositoryServiceAPI-Notification-Remove-Change-Subscription.htm
    try {
        const resultApp = HTTP.post('https://' + senseConfig.SenseServerInternalLanIP + ':' + senseConfig.port + '/' + senseConfig.virtualProxy + '/qrs/notification?name=app', {
            headers: authHeaders,
            params: { 'xrfkey': senseConfig.xrfkey },
            data: Meteor.settings.private.notificationURL + '/apps'
        })

        const resultStream = HTTP.post('https://' + senseConfig.SenseServerInternalLanIP + ':' + senseConfig.port + '/' + senseConfig.virtualProxy + '/qrs/notification?name=stream', {
                headers: authHeaders,
                params: { 'xrfkey': senseConfig.xrfkey },
                data: Meteor.settings.private.notificationURL + '/streams'
            })
            //console.log('Register notication success');
            // //console.log('the result from sense register App notification was: ', resultApp);
            // //console.log('the result from sense register Stream notification was: ', resultStream);
    } catch (err) {
        console.error('Create notification subscription in sense qrs failed', err);
        // throw new Meteor.Error('Create notification subscription in sense qrs failed', err);
    }
}
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Web: set selections via API","If you click a menu item (see top of this page) we make the following API calls. Here we use EnigmaJS but you can also use the selection API. ",,,,,,,,,
"Key API calls used on Integration.qlik.com","Web: set selections via API","```javascript
// if people click on a menu item, you want a specific slide to be selected, so the slide is the value to search for...
export async function selectMenuItemInSense(slide) {
    var selection = [{
        ""qText"": slide
    }]
    await makeSelectionInField(""Level 2"", selection);
}
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Web: set selections via API","# Get Qix connection, get a field, and make selection",,,,,,,,,
"Key API calls used on Integration.qlik.com","Web: set selections via API","```
export async function makeSelectionInField(fieldName, value) {
    console.log('makeSelectionInField', fieldName + ' : ' + value.toString());
    try {
        var qix = await slideApp.getSlideGenApp();
        var myField = await qix.getField(fieldName);
        var result = await myField.selectValues(value);
    } catch (error) {...
    };

}
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Web: set selections via API","# if you have an array of fields",,,,,,,,,
"Key API calls used on Integration.qlik.com","Web: set selections via API","```
export async function makeSelectionInFields(selections) {
    console.log('makeSelectionInFields(selections)', selections);
    //for each qField
    selections.forEach(function(selectionField) {
        console.log('selectionField', selectionField)
            //for each selected value (qSelectedFieldSelectionInfo) (e.g. country can have germany and france selected)
        var selectValues = [];
        selectionField.qSelectedFieldSelectionInfo.forEach(function(fieldValue) {
            console.log('fieldValue', fieldValue)
            selectValues.push({
                ""qText"": fieldValue.qName,
                ""qIsNumeric"": false,
                ""qNumber"": 0
            })
            console.log('selectValues', selectValues)
        })
        makeSelectionInField(selectionField.qField, selectValues);
    });
}
```",,,,,,,,,
"Key API calls used on Integration.qlik.com","Web: set selections via API","See [help](https://help.qlik.com/en-US/sense/April2018/APIs/EngineAPI/services-Field-SelectValues.html)",,,,,,,,,
"Key API calls used on Integration.qlik.com","Security overview","# Security integration
- Users get a Single Sign On via a ticket exchange  (or SAML, JWT, AD) 
- The ticket contains the userId and groups from your Saas platform
- logout",,"","","","","         0","0","Multiple days, Technical - 2 hours, Hosting Ops",
"Key API calls used on Integration.qlik.com","Security overview","QPS - introduction to security flow.png",,"","","","","         0","0","Hosting Ops, Technical - 2 hours",
"Installation of demo platform using docker","Architecture introduction","We try to simulate a real production environment for a SaaS provider",,,,,,,,,
"Installation of demo platform using docker","Architecture introduction","We use multiple servers for different purposes",,,,,,,,,
"Installation of demo platform using docker","Architecture introduction","summary_integrated_architecture.png",,,,,,,,,
"Installation of demo platform using docker","Architecture introduction","Key components so far
- end users who want embedded analytics
- your platform: a web server
- a Qlik Sense server",,,,,,,,,
"Installation of demo platform using docker","Architecture introduction","We created a container per *service* (except for Qlik Sense which runs on a windows VM)",,,,,,,,,
"Installation of demo platform using docker","Architecture using docker","We used linux to host our docker containers, we used windows to host Qlik Sense",,,,,,,,,
"Installation of demo platform using docker","Architecture using docker","# Docker containers
- 1 HA proxy, to ensure users can connect to all containers via port 80
- 1 MongoDB container for the database
- 1 NodeJS Container for the QRSMeteor broker (the automation tool of ""your SaaS platform"")
- 1 NodeJS Container for SenseWebIntegration, which simulates the front-end of your SaaS Platform.)",,,,,,,,,
"Installation of demo platform using docker","Architecture using docker","https://www.lucidchart.com/publicSegments/view/25365087-dc30-4a94-9f18-a5efd1247aff/image.png",,,,,,,,,
